"ID","FORMULA","NAME","MW(g/mol)","TB(K)","Tc(K)","Pc(bar)","Vc(cm3/mol)","RHOC(g/cm3)","Zc","OMEGA","Dipole Moment","molecular volume","atom","Optimum_Chemical_Potential_Max","atom1","Optimum_Chemical_Potential_Min","atom2","Theta_Inverse_Max","atom3","Theta_Inverse_Min","atom4","Intensive_Atomic_softness_Max","atom5","Intensive_Atomic_Hypersoftness_Max","atom6","Intensive_Heat_Capacity_Max","atom7","Intensive_Entropy_Max","atom8","ODD_at_HOMO_Max","atom9","OAD_at_HOMO_Max","atom10","ODD_at_LUMO_Max","atom11","OAD_at_LUMO_Max","atom12","electrophilicity_intensive_MAX","atom13","thermophilicity_intensive_MAX"
"DJ818","C8H16O2","n-OCTANOIC ACID",144.214,513.05,692,26.9,494,0.2919,0.231,0.779,1.5746,1836.621395,"O2",-33.722,"H26",-119.548,"H23",17.31,"O1",7.62,"O1",0.1166,"O1",0.01287,"H26",53.182,"H26",134.975,"O2",0.96,"O2",-32.761,"O2",0.887,"O2",-32.835,"H26",31.273,"C10",1.2
"DJ792","C8H1403","BUTYRIC ANHYDRIDE",158.197,468.15,639,26.9,501,0.3158,0.254,0.659,3.6883,1851.691973,"O1",-38.346,"H15",-127.592,"H20",19.69,"O1",8.63,"O1",0.10558,"C8",0.01061,"H13",41.963,"H13",146.618,"O2",1.059,"O1",-37.291,"O2",0.988,"O1",-37.361,"C8",31.53,"C8",1.794
"DJ825","CBH18","3,4-DIMETHYLHEXANE",114.231,390.88,568.8,26.9,466.2,0.245,0.265,0.338,0.1117,1678.720099,"C1",-25.679,"H24",-69.644,"H15",11.05,"C1",5.36,"C1",0.17297,"C1",0.02799,"H22",39.353,"H23",80.095,"C5",0.528,"C1",-25.16,"C5",0.472,"C1",-25.216,"C1",15.528,"C1",0.613
"DJ908","C9H20","3-ETHYL-2,3-DIMETHYLPENTANE",128.257,417.86,606.8,26.85,477,0.2689,0.254,0.349,0.0455,1826.913055,"C2",-26.5,"H25",-70.985,"H15",11.06,"C1",5.41,"C1",0.17312,"C1",0.02822,"H25",40.773,"H25",81.443,"C5",0.486,"C2",-26.023,"C5",0.435,"C2",-26.073,"C1",18.015,"C1",0.814
"DJ1224","C15H160","p-CUMYLPHENOL",212.291,608.15,834,26.8,659,0.3221,0.255,0.66,1.3073,2406.030719,"O1",-31.309,"H32",-109.229,"H18",15.31,"O1",6.49,"O1",0.13945,"O1",0.01859,"H32",57.143,"H32",122.715,"O1",0.589,"O1",-30.72,"O1",0.546,"O1",-30.763,"H32",48.086,"C15",1.767
"DJ1202","C14H16","1-n-BUTYLNAPHTHALENE",184.281,562.54,792,26.8,631,0.292,0.257,0.495,0.4386,2249.888233,"C5",-30.621,"H28",-85.845,"H25",12.9,"C1",5.98,"C5",0.16031,"C5",0.02468,"H30",44.095,"H23",98.105,"C7",0.437,"C5",-30.193,"C7",0.405,"C5",-30.224,"C5",30.653,"C5",2.069
"DJ1199","C14H14","1,1-DIPHENYLETHANE",182.266,545.78,775,26.8,604,0.3018,0.251,0.457,0.2186,2176.57332,"C1",-30.805,"H22",-87.574,"H16",13.21,"C1",6.05,"C1",0.15849,"C1",0.02413,"H22",43.77,"H22",100.135,"C6",0.456,"C1",-30.36,"C6",0.419,"C1",-30.397,"C1",30.865,"C1",2.134
"DJ141","C3F8","OCTAFLUOROPROPANE",188.02,236.4,345.05,26.8,299,0.6288,0.279,0.326,0.138,1024.693343,"F5",-74.34,"C9",-102.88,"C9",22.11,"F1",18.57,"F1",0.05085,"F1",0.00246,"C10",19.944,"C9",117.475,"F3",3.124,"F5",-71.218,"F3",2.985,"F5",-71.357,"C11",58.293,"C11",4.477
"DJ1605","Si2OCI3F3","TRICHLOROTRIFLUORODISILOXANE",235.524,315.89,508.78,26.77,433,0.5439,0.274,0,0.7566,1544.986319,"Cl4",-205.416,"O1",-483.012,"O1",124.43,"Cl4",61.17,"Cl4",0.01499,"Si3",0.00021,"O1",14.399,"O1",601.058,"O1",22.165,"Cl6",-189.349,"O1",22.046,"Cl4",-189.518,"Si3",65.878,"Si3",5.429
"DJ906","C9H20","3,3-DIETHYLPENTANE",128.258,419.34,610.06,26.75,473,0.2712,0.249,0.338,0,1833.698732,"C1",-26.5,"H18",-70.992,"H18",11.06,"C1",5.4,"C1",0.17313,"C1",0.02822,"H18",40.78,"H18",81.45,"C6",0.485,"C1",-26.024,"C6",0.433,"C1",-26.074,"C1",18.016,"C1",0.814
"DJ893","C9H16","1-NONYNE",124.225,423.96,610.81,26.74,501.5,0.2477,0.264,0.382,0.9513,1827.100909,"C6",-26.837,"H25",-76.009,"H22",11.78,"C6",5.56,"C6",0.16828,"C6",0.02666,"H25",41.816,"H25",87.068,"C8",0.556,"C6",-26.32,"C8",0.503,"C6",-26.371,"C6",18.357,"C6",0.909
"DJ710","C7H14","2-METHYL-1-HEXENE",98.188,364.99,538,26.7,398,0.2467,0.255,0.309,0.6053,1484.123543,"C2",-24.914,"H20",-70.241,"H14",11.43,"C1",5.41,"C3",0.16971,"C3",0.02672,"H20",37.378,"H20",81.068,"C7",0.615,"C4",-24.312,"C7",0.558,"C4",-24.369,"C3",13.138,"C3",0.444
"DJ894","C9H16O4","AZELAIC ACID",188.224,633.36,811,26.6,610,0.3086,0.232,1.172,3.1472,2117.586099,"O1",-42.017,"H28",-144.826,"H16",20.47,"O1",9.14,"O1",0.10158,"C12",0.00997,"H28",56.05,"H28",163.203,"O3",0.996,"O3",-41.024,"O3",0.931,"O3",-41.089,"H29",43.423,"C12",2.491
"DJ1200","C14H14","1,2-DIPHENYLETHANE",182.265,553.65,780,26.5,606,0.3008,0.248,0.489,0.0001,2210.054641,"C1",-30.8,"H27",-87.621,"H15",13.2,"C1",6.05,"C1",0.1585,"C1",0.02413,"H27",43.724,"H27",100.196,"C5",0.454,"C1",-30.354,"C5",0.417,"C1",-30.391,"C2",30.779,"C1",2.135
"DJ824","C8H18","3,3-DIMETHYLHEXANE",114.231,385.12,562,26.5,442.8,0.258,0.251,0.32,0.1094,1687.137946,"C1",-25.672,"H22",-69.635,"H14",11.05,"C1",5.36,"C1",0.17324,"C1",0.02807,"H22",39.362,"H15",80.079,"C4",0.529,"C1",-25.155,"C4",0.472,"C1",-25.211,"C1",15.655,"C1",0.623
"DJ896","C9H18","cis,cis-1,3,5-TRIMETHYLCYCLOHEXANE",126.241,411.66,607.86,26.49,470.5,0.2683,0.247,0.274,0.2601,1761.498351,"C1",-26.673,"H19",-72.457,"H14",11.37,"C1",5.49,"C3",0.17054,"C1",0.02738,"H20",40.238,"H19",83.227,"C7",0.507,"C1",-26.174,"C7",0.455,"C1",-26.226,"C1",18.035,"C1",0.836
"DJ897","C9H18","cis,trans-1,3,5-TRIMETHYLCYCLOHEXANE",126.241,413.7,602.2,26.49,470.5,0.2683,0.245,0.333,0.1241,71.83067116,"C3",-26.681,"H15",-72.443,"H5",11.37,"C1",5.49,"C3",0.17039,"C3",0.02734,"H4",40.268,"H5",83.214,"C2",0.507,"C3",-26.182,"C2",0.455,"C3",-26.233,"C3",17.972,"C3",0.829
"DJ814","C8H160","2-OCTANONE",128.214,445.75,624,26.4,469,0.2734,0.239,0.528,3.003,1757.341406,"O1",-27.708,"H23",-95.521,"H10",14.96,"O1",6.31,"O1",0.13591,"O1",0.01783,"H23",40.671,"H23",109.832,"O1",0.818,"O1",-26.89,"O1",0.75,"O1",-26.958,"C8",18.368,"C8",0.58
"DJ1323","AICI3","ALUMINUM CHLORIDE",133.34,453.15,629,26.35,261.5,0.51,0.132,0.66,0,1076.658754,"Cl2",-194.039,"Al1",-280.334,"Al1",89.29,"Cl2",74.17,"Cl2",0.01182,"Cl2",0.00013,"Al1",8.405,"Al1",350.273,"Cl2",31.897,"Cl2",-162.142,"Cl2",31.663,"Cl2",-162.376,"Al1",45.379,"Al1",3.145
"DJ1245","C16H12","1-PHENYLNAPHTHALENE",204.271,607.15,849,26.3,656,0.3114,0.244,0.531,0.13,2283.751388,"C3",-32.165,"H18",-92.69,"H19",13.8,"C1",6.25,"C3",0.15427,"C3",0.02296,"H18",44.865,"H22",105.865,"C5",0.439,"C3",-31.729,"C6",0.409,"C3",-31.759,"C3",35.391,"C3",2.6
"DJ791","C8H14O2","n-BUTYL METHACRYLATE",142.198,434,616,26.3,481,0.2956,0.247,0.466,2.214,1769.231382,"O1",-33.843,"H24",-114.61,"H17",17.8,"O1",7.71,"O1",0.11527,"O1",0.01256,"H24",41.553,"H24",131.711,"O2",0.998,"O2",-32.852,"O2",0.93,"O2",-32.92,"C7",26.427,"C7",1.278
"DJ691","C7H12O2","n-BUTYL ACRYLATE",128.171,421,596,26.3,428,0.2995,0.226,0.438,1.849,1589.208104,"O1",-33.561,"H21",-116.89,"H16",18.48,"O1",7.87,"O1",0.11216,"O1",0.01187,"H21",40.072,"H21",134.677,"O2",1.126,"O2",-32.44,"O2",1.049,"O2",-32.517,"C7",23.984,"C7",1.11
"DJ821","C8H18","2,3-OIMETHYLHEXANE",114.231,388.76,563.4,26.3,468.2,0.244,0.263,0.347,0.188,1694.321877,"C2",-25.677,"H21",-69.678,"H18",11.06,"C1",5.36,"C2",0.17308,"C2",0.02802,"H24",39.342,"H18",80.132,"C4",0.528,"C1",-25.159,"C7",0.472,"C1",-25.215,"C2",15.587,"C2",0.619
"DJ811","C8H16","2,4,4-TRIMETHYL-2-PENTENE",112.215,378.06,558,26.3,470,0.2388,0.266,0.265,0.3765,1635.207863,"C1",-25.853,"H24",-71.529,"H10",11.41,"C1",5.44,"C1",0.17051,"C1",0.02719,"H24",38.967,"H24",82.327,"C2",0.552,"C1",-25.32,"C2",0.503,"C1",-25.368,"C1",15.763,"C1",0.656
"DJ810","C8H16","2,4,4-TRIMETHYL-1-PENTENE",112.215,374.59,553,26.3,465,0.2413,0.266,0.27,0.4642,1628.582682,"C1",-25.841,"H24",-71.536,"H13",11.41,"C1",5.44,"C1",0.17062,"C1",0.02722,"H23",39.037,"H24",82.326,"C8",0.557,"C1",-25.308,"C8",0.506,"C1",-25.358,"C1",15.789,"C1",0.658
"DJ856","CBH18S2","BUTYL-DISULFIDE",178.35,504.36,704.16,26.24,591.5,0.3015,0.265,0.629,1.7864,2191.188542,"S1",-124.036,"H21",-785.534,"H24",119.32,"S1",31.74,"S1",0.02725,"S1",0.00075,"H19",43.496,"H21",903.975,"C8",5.617,"S1",-118.443,"C8",5.57,"S1",-118.533,"C6",26.053,"S1",12.515
"DJ930","C9H20","3,3,4-TRIMETHYLHEXANE",128.257,413.62,602.3,26.24,484,0.265,0.254,0.328,0.111,1836.415317,"C1",-26.497,"H24",-71.004,"H17",11.07,"C1",5.4,"C1",0.17322,"C1",0.02825,"H24",40.783,"H19",81.468,"C5",0.485,"C1",-26.022,"C5",0.434,"C1",-26.072,"C1",18.066,"C1",0.819
"DJ1244","C16H10","PYRENE",202.265,667.95,936,26.1,630,0.321,0.211,0.509,0,2139.837533,"C3",-32.423,"H19",-94.478,"H21",14.17,"C3",6.35,"C3",0.15162,"C3",0.02218,"H25",44.096,"H17",108.029,"C13",0.462,"C3",-31.965,"C7",0.434,"C5",-31.992,"C5",35.225,"C3",2.618
"DJ1243","C16H10","FLUORANTHENE",202.255,655.95,905,26.1,655,0.3088,0.227,0.688,0.2765,2166.36786,"C1",-32.409,"H21",-94.629,"H17",14.18,"C1",6.35,"C6",0.15162,"C6",0.02218,"H17",44.145,"H21",108.198,"C7",0.463,"C1",-31.948,"C11",0.435,"C1",-31.976,"C6",35.283,"C6",2.629
"DJ790","C8H12O4","DIETHYL MALEATE",172.181,498.15,680,26.1,508,0.3389,0.235,0.666,3.148,1870.124556,"O2",-42.265,"H24",-142.524,"H17",21.81,"O1",9.47,"C12",0.098,"C12",0.00929,"H24",42.842,"H24",163.616,"O3",1.142,"O2",-41.133,"O3",1.079,"O2",-41.196,"C12",38.906,"C12",2.546
"DJ817","C8H16O2","ISOBUTYL ISOBUTYRATE",144.214,420.65,602,26.1,494,0.2919,0.258,0.395,2.1989,1824.239003,"O1",-33.692,"H26",-111.405,"H16",17.3,"O1",7.61,"O1",0.11675,"O1",0.0129,"H13",41.506,"H26",128.062,"O2",0.957,"O2",-32.74,"O2",0.887,"O2",-32.811,"C8",25.994,"C8",1.197
"DJ826","CBH18","3-ETHYLHEXANE",114.231,391.69,565.4,26.1,455.1,0.251,0.253,0.363,0.1056,1698.698699,"C1",-25.682,"H19",-69.707,"H22",11.06,"C1",5.36,"C1",0.17299,"C1",0.02799,"H19",39.358,"H22",80.165,"C6",0.528,"C1",-25.162,"C6",0.471,"C1",-25.218,"C1",15.553,"C1",0.616
"DJ1099","C11H16","n-PENTYLBENZENE",148.248,478.61,679.9,26.04,550,0.2696,0.253,0.439,0.4291,1979.859029,"C4",-28.558,"H27",-79.736,"H20",12.3,"C4",5.76,"C4",0.16436,"C4",0.02569,"H25",41.847,"H27",91.389,"C7",0.488,"C1",-28.08,"C7",0.445,"C1",-28.122,"C4",23.181,"C4",1.367
"DJ941","C9H20O","1-NONANOL",144.257,486.25,673,26,546.4,0.264,0.254,0.594,2.03,2026.49806,"O1",-28.179,"H30",-98.822,"H22",14.29,"O1",6.2,"O1",0.13972,"O1",0.01885,"H30",52.616,"H30",111.505,"O1",0.713,"O1",-27.466,"O1",0.649,"O1",-27.53,"H30",25.631,"C9",0.511
"DJ1098","C11H14O2","n-BUTYL BENZOATE",178.231,523.15,724,25.9,555,0.3211,0.239,0.575,2.1654,3870.593988,"O1",-34.929,"H23",-116.239,"H20",17.57,"O1",7.61,"O1",0.11893,"C8",0.01343,"H23",43.936,"H23",133.092,"O2",0.837,"O1",-34.099,"O2",0.782,"O1",-34.154,"C8",35.629,"C8",2.068
"DJ849","C8H1806","TETRAETHYLENE GLYCOL",194.228,581,722,25.9,564,0.3444,0.243,1.578,1.7768,1991.74812,"S1",-20.099,"H10",-541.412,"H19",83.53,"S1",4.93,"S1",0.14867,"S1",0.02227,"H10",42.074,"H10",624.228,"C2",4.666,"S1",-19.278,"C2",4.618,"S1",-19.356,"C5",11.207,"C4",0.096
"DJ851","C8H18S","tert-OCTYL MERCAPTAN",146.297,429,627,25.9,529,0.2766,0.263,0.307,1.7562,1898.119413,"S1",-20.083,"H23",-539.202,"H27",83.61,"S1",4.93,"S1",0.14862,"S1",0.02224,"H23",42.09,"H23",621.669,"C4",4.618,"S1",-19.257,"C4",4.569,"S1",-19.339,"C2",11.198,"C2",0.091
"DJ1082","C10H22","2,2,3,3,4-PENTAMETHYLPENTANE",142.284,439.21,643.8,25.84,508,0.2801,0.245,0.294,0.0728,4541.795871,"C3",-27.221,"H21",-72.172,"H15",11.08,"C3",5.44,"C3",0.1733,"C3",0.02843,"H4",42.104,"H21",82.651,"C2",0.449,"C3",-26.781,"C2",0.402,"C3",-26.827,"C3",20.52,"C3",1.015
"DJ1198","C14H12O2","BENZYL BENZOATE",212.248,596.65,820,25.8,694,0.3058,0.263,0.623,1.5722,3002.576855,"O1",-35,"H44",-112.925,"H17",15.31,"O1",7.07,"O1",0.12914,"C16",0.01596,"H44",60.544,"H44",126.473,"O2",0.59,"O2",-34.411,"O2",0.542,"O2",-34.46,"H44",47.772,"C16",2.287
"DJ859","CBH19N","n-OCTYLAMINE",129.246,452.75,627,25.8,524,0.2467,0.259,0.566,1.4224,1889.268407,"N1",-26.308,"H27",-81.214,"H10",12.28,"N1",5.75,"N1",0.15756,"C8",0.02334,"H27",45.912,"H27",92.395,"N1",0.646,"N1",-25.662,"N1",0.589,"N1",-25.719,"C8",18.818,"C8",0.814
"DJ812","C8H16Q","2-ETHYLHEXANAL",128.214,433.8,607,25.8,474,0.2705,0.242,0.52,3.1085,1745.028756,"O1",-27.677,"H19",-95.053,"H23",14.95,"O1",6.3,"O1",0.13611,"O1",0.01788,"H10",40.298,"H19",109.395,"O1",0.814,"O1",-26.862,"O1",0.747,"O1",-26.93,"C7",18.309,"C7",0.576
"DJ806","C8H16","trans-2-OCTENE",112.215,398.15,577,25.8,484,0.2318,0.26,0.338,0.0812,1691.663104,"C2",-25.866,"H22",-71.709,"H19",11.44,"C9",5.45,"C9",0.17016,"C9",0.02709,"H22",38.973,"H22",82.533,"C4",0.551,"C2",-25.326,"C4",0.5,"C2",-25.376,"C9",15.625,"C9",0.651
"DJ807","C8H16","trans-3-OCTENE",112.215,396.45,574,25.8,480,0.2338,0.26,0.344,0.0338,1693.018141,"C1",-25.866,"H15",-71.68,"H16",11.44,"C3",5.45,"C7",0.17019,"C7",0.0271,"H15",38.902,"H19",82.512,"C4",0.551,"C1",-25.326,"C4",0.5,"C1",-25.377,"C7",15.641,"C7",0.653
"DJ853","C8H18$","ETHYL-HEXYL-SULFIDE",146.29,468.16,660.72,25.79,537.5,0.2722,0.252,0.465,1.2441,3439.120543,"S1",-24.38,"H24",-444.925,"H41",62.68,"S1",5.17,"S1",0.15363,"S1",0.02474,"H24",50.556,"H24",506.855,"C6",2.333,"S1",-23.861,"C6",2.304,"S1",-23.908,"S1",14.117,"S1",0.601
"DJ854","CBH18S","HEPTYL-METHYL-SULFIDI",146.29,468.16,660.72,25.79,537.5,0.2722,0.252,0.466,1.7321,1991.985744,"S1",-20.098,"H27",-543.423,"H22",83.49,"S1",4.93,"S1",0.14869,"S1",0.02228,"H27",42.457,"H27",626.168,"C9",4.695,"S1",-19.278,"C9",4.647,"S1",-19.357,"C6",11.182,"C6",0.095
"DJ855","CBH18S","PENTYL-PROPYL-SULFIDE",146.29,468.16,660.72,25.79,537.5,0.2722,0.252,0.465,1.6402,1992.032873,"S1",-20.098,"H14",-541.404,"H22",83.54,"S1",4.93,"S1",0.14867,"S1",0.02227,"H14",42.076,"H26",624.274,"C4",4.665,"S1",-19.278,"C4",4.617,"S1",-19.356,"C7",11.224,"C7",0.097
"DJ1076","C10H22","3,3,4,4-TETRAMETHYLHEXANE",142.284,443.16,646.7,25.74,506,0.2812,0.242,0.311,0.1233,1979.678245,"C1",-27.227,"H29",-72.196,"H19",11.08,"C1",5.44,"C1",0.1732,"C1",0.0284,"H29",42.072,"H29",82.668,"C5",0.449,"C3",-26.784,"C5",0.402,"C3",-26.831,"C2",20.466,"C1",1.011
"DJ1079","C10H22","3-ETHYL-2,2,3-TRIMETHYLPENTANE",142.284,442.66,646,25.74,503,0.2829,0.241,0.311,0.1139,1999.61519,"C3",-27.217,"H31",-72.21,"H15",11.08,"C2",5.44,"C2",0.17332,"C2",0.02844,"H16",42.091,"H31",82.689,"C5",0.449,"C3",-26.776,"C5",0.402,"C3",-26.822,"C2",20.534,"C2",1.018
"DJ1002","C10H20","n-BUTYLCYCLOHEXANE",140.269,454.13,667,25.7,534,0.2627,0.247,0.274,0.0655,1954.075298,"C1",-27.402,"H30",-73.709,"H12",11.38,"C1",5.52,"C1",0.17076,"C1",0.02761,"H30",41.615,"H30",84.475,"C10",0.466,"C1",-26.941,"C10",0.418,"C1",-26.989,"C1",20.485,"C1",1.041
"DJ907","C9H20","2,2-DIMETHYL-3-ETHYLPENTANE",128.258,406.99,590,25.7,511,0.251,0.268,0.335,0.0935,1835.031987,"C1",-26.496,"H27",-70.995,"H16",11.07,"C1",5.4,"C1",0.17328,"C1",0.02827,"H25",40.771,"H27",81.464,"C5",0.485,"C1",-26.022,"C5",0.434,"C1",-26.072,"C1",18.099,"C1",0.821
"DJ858","CBH19N","DISOBUTYLAMINE",129.246,412.25,580,25.7,524,0.2467,0.279,0.465,0.8597,1867.309334,"N1",-26.283,"H16",-80.912,"H13",12.28,"N1",5.74,"N1",0.15767,"C4",0.02334,"H16",45.651,"H16",92.083,"N1",0.642,"N1",-25.64,"N1",0.589,"N1",-25.694,"C4",18.756,"C4",0.808
"DJ834","C8H18","2,2,4-TRIMETHYLPENTANE",114.231,372.39,543.96,25.68,468,0.2441,0.266,0.303,0.0968,65.83679189,"C2",-25.675,"H23",-69.646,"H14",11.05,"C2",5.36,"C2",0.17308,"C2",0.02802,"H12",39.349,"H23",80.103,"C4",0.528,"C2",-25.156,"C4",0.472,"C2",-25.212,"C2",15.573,"C2",0.616
"DJ936","C9H20","2,2,3,4-TETRAMETHYLPENTANE",128.258,406.18,592.15,25.64,490,0.2618,0.255,0.311,0.0993,73.83057824,"C2",-26.496,"H20",-70.949,"H13",11.06,"C1",5.4,"C1",0.17313,"C1",0.02822,"H12",40.756,"H20",81.409,"C4",0.485,"C2",-26.019,"C4",0.434,"C2",-26.07,"C1",18.007,"C1",0.812
"DJ1201","C14H140","DIBENZYLETHER",198.265,561.45,777,25.6,608,0.3261,0.241,0.591,1.2415,2299.856002,"O1",-31.019,"H22",-104.829,"H20",15.61,"O1",6.52,"O1",0.13807,"O1",0.0182,"H22",45.042,"H22",119.766,"O1",0.63,"O1",-30.389,"O1",0.58,"O1",-30.439,"C3",30.644,"C2",1.676
"DJ1147","C12H22","BICYCLOHEXYL",166.307,512.19,727,25.6,598,0.2781,0.253,0.428,0,2151.605159,"C1",-28.799,"H15",-76.631,"H13",11.58,"C1",5.63,"C1",0.16902,"C1",0.02728,"H16",43.44,"H15",87.615,"C3",0.417,"C1",-28.384,"C3",0.375,"C1",-28.426,"C1",25.296,"C1",1.443
"DJ847","C8H18O3","DIETHYLENE GLYCOL MONOBUTYL EHTER",162.229,504.15,654,25.6,526,0.3084,0.248,0.937,2.2665,2021.114744,"O1",-38.101,"H29",-130.256,"H22",18.69,"O1",8.43,"O1",0.10807,"O1",0.01102,"H29",53.944,"H29",147.034,"O2",0.969,"O1",-37.133,"O2",0.905,"O1",-37.197,"H29",33.233,"C11",0.936
"DJ808","C8H16","trans-4-OCTENE",112.215,395.41,573,25.6,480,0.2338,0.26,0.339,0.0003,1693.405184,"C1",-25.866,"H17",-71.685,"H20",11.44,"C3",5.45,"C3",0.17018,"C3",0.0271,"H17",38.902,"H17",82.516,"C5",0.551,"C1",-25.326,"C5",0.5,"C1",-25.376,"C3",15.638,"C3",0.652
"DJ822","C8H18","2,4-DIMETHYLHEXANE",114.231,382.58,553.5,25.6,472,0.242,0.263,0.344,0.1541,65.83317665,"C1",-25.68,"H16",-69.697,"H16",11.06,"C1",5.36,"C3",0.17313,"C3",0.02804,"H26",39.357,"H16",80.158,"C5",0.527,"C1",-25.162,"C5",0.471,"C1",-25.217,"C3",15.623,"C3",0.621
"DJ922","C9H20","3-ETHYL-3-METHYLHEXANE",128.257,413.76,597.5,25.53,487,0.2634,0.25,0.352,0.1371,1857.663638,"C1",-26.497,"H18",-71.051,"H18",11.08,"C1",5.4,"C1",0.17324,"C1",0.02826,"H25",40.782,"H18",81.528,"C5",0.486,"C1",-26.022,"C5",0.434,"C1",-26.073,"C1",18.083,"C1",0.821
"DJ926","C9H20","2,3,3-TRIMETHYLHEXANE",128.257,410.84,596,25.53,491,0.2612,0.253,0.333,0.1504,1850.34807,"C1",-26.495,"H18",-71.014,"H14",11.07,"C1",5.4,"C1",0.17325,"C1",0.02826,"H29",40.764,"H18",81.482,"C4",0.486,"C2",-26.018,"C4",0.434,"C2",-26.069,"C1",18.074,"C1",0.82
"DJ813","C8H160","1-OCTANAL",128.214,447.15,621,25.5,474,0.2705,0.234,0.547,2.8254,1761.506461,"O1",-27.707,"H20",-95.267,"H12",14.96,"O1",6.31,"O1",0.13598,"O1",0.01785,"H20",40.318,"H20",109.61,"O1",0.816,"O1",-26.891,"O1",0.747,"O1",-26.96,"C9",18.37,"C9",0.58
"DJ940","C9H20O","2,6-DIMETHYL-4-HEPTANOL",144.257,451,603,25.5,538,0.2681,0.274,0.802,1.5181,1969.13975,"O1",-28.191,"H30",-98.693,"H23",14.27,"O1",6.2,"O1",0.13957,"O1",0.01881,"H30",52.487,"H30",111.385,"O1",0.714,"O1",-27.477,"O1",0.652,"O1",-27.539,"H30",24.68,"C2",0.493
"DJ805","C8H16","1-OCTENE",112.215,394.44,566.6,25.5,472,0.2377,0.256,0.375,0.4644,1693.425857,"C1",-25.856,"H23",-71.799,"H9",11.43,"C1",5.45,"C4",0.17023,"C4",0.02711,"H23",39.156,"H24",82.611,"C8",0.557,"C1",-25.314,"C8",0.504,"C2",-25.366,"C4",15.626,"C4",0.651
"DJ830","C8H18","3-METHYLHEPTANE",114.231,392.08,563.67,25.46,464,0.2462,0.252,0.372,0.0917,1723.889385,"C1",-25.679,"H17",-69.781,"H17",11.08,"C1",5.36,"C1",0.17311,"C1",0.02803,"H22",39.363,"H17",80.262,"C5",0.528,"C1",-25.16,"C5",0.471,"C1",-25.217,"C1",15.618,"C1",0.624
"DJ1081","C10H22","3-ETHYL-2,3,4-TRIMETHYLPENTANE",142.284,442.6,642.3,25.43,506,0.2812,0.241,0.329,0.0496,1976.668109,"C3",-27.22,"H32",-72.166,"H25",11.08,"C1",5.44,"C3",0.17314,"C3",0.02838,"H32",42.069,"H32",82.633,"C5",0.449,"C3",-26.779,"C5",0.402,"C3",-26.825,"C3",20.401,"C3",1.005
"DJ831","C8H18","4-METHYLHEPTANE",114.231,390.86,561.74,25.42,476,0.24,0.259,0.371,0.131,1723.269453,"C1",-25.679,"H18",-69.778,"H10",11.07,"C1",5.36,"C1",0.1731,"C1",0.02803,"H21",39.347,"H18",80.257,"C6",0.528,"C1",-25.161,"C6",0.471,"C1",-25.217,"C1",15.613,"C1",0.623
"DJ845","C8H18O2S","DI-n-BUTYL SULFONE",178.296,564,767,25.4,569,0.3133,0.227,0.688,4.6754,2089.907753,"S1",-31.258,"H13",-528.788,"H24",79.74,"S1",7.23,"S1",0.10284,"S1",0.01182,"H12",44.079,"H12",607.781,"O2",5.15,"S1",-30.275,"O2",5.079,"S1",-30.352,"C8",12.202,"C8",0.119
"DJ816","C8H16O2","n-HEXYL ACETATE",144.214,444.65,618,25.4,494,0.2919,0.244,0.54,2.274,1846.023372,"O1",-33.694,"H24",-111.843,"H22",17.31,"O1",7.61,"O1",0.11678,"O1",0.0129,"H26",41.703,"H24",128.507,"O2",0.957,"O2",-32.742,"O2",0.885,"O2",-32.814,"C9",26.261,"C9",1.222
"DJ815","C8H16O2","n-BUTYLn-BUTYRATE",144.214,438.15,616,25.4,494,0.2919,0.245,0.485,1.9722,1840.671947,"O1",-33.701,"H17",-111.56,"H21",17.31,"O1",7.61,"O1",0.11676,"O1",0.0129,"H15",41.498,"H17",128.223,"O2",0.957,"O2",-32.748,"O2",0.886,"O2",-32.82,"C9",26.135,"C9",1.213
"DJ1078","C10H22","3,3-DIETHYL-2-METHYLPENTANE",142.284,442.86,639.9,25.33,501,0.284,0.239,0.346,0.0937,1986.115182,"C2",-27.227,"H29",-72.212,"H20",11.08,"C1",5.44,"C2",0.1731,"C1",0.02837,"H29",42.086,"H29",82.684,"C6",0.448,"C2",-26.785,"C6",0.402,"C2",-26.831,"C1",20.402,"C1",1.006
"DJ860","C8H23N5","TETRAETHYLENEPENTAMINE",189.304,606.16,774,25.3,636,0.2976,0.25,1.237,1.6225,2465.309763,"N1",-34.949,"H36",-104.058,"H17",15.06,"N1",7.21,"N1",0.13104,"C9",0.01637,"H36",50.424,"H36",117.904,"N3",0.641,"N1",-34.309,"N1",0.597,"N1",-34.352,"C12",30.215,"C12",1.721
"DJ793","C8H14Q4","DIETHYL SUCCINATE",174.197,489.65,660,25.3,522,0.3337,0.241,0.737,1.191,1931.410071,"O1",-42.053,"H13",-139.37,"H21",21.22,"O1",9.34,"O1",0.09911,"C7",0.00947,"H13",43.225,"H13",159.888,"O3",1.098,"O1",-40.966,"O3",1.029,"O1",-41.034,"C7",37.639,"C7",2.371
